complaint_type,complaint_desc,borough,count
Food Establishment,Bare Hands in Contact w/ Food,BROOKLYN,2
Food Establishment,Bare Hands in Contact w/ Food,MANHATTAN,3
Food Establishment,Bare Hands in Contact w/ Food,QUEENS,3
Food Establishment,Bare Hands in Contact w/ Food,Unspecified,2
Food Establishment,Dishwashing/Utensils,BRONX,1
Food Establishment,Facility Construction,BRONX,1
Food Establishment,Facility Construction,BROOKLYN,1
Food Establishment,Food Contains Foreign Object,BRONX,1
Food Establishment,Food Contains Foreign Object,BROOKLYN,3
Food Establishment,Food Contains Foreign Object,QUEENS,1
Food Establishment,Food Contaminated,BROOKLYN,1
Food Establishment,Food Contaminated,QUEENS,5
Food Establishment,Food Contaminated,Unspecified,2
Food Establishment,Food Preparation Location,MANHATTAN,1
Food Establishment,Food Preparation Location,Unspecified,2
Food Establishment,Food Protection,BROOKLYN,2
Food Establishment,Food Protection,MANHATTAN,1
Food Establishment,Food Protection,STATEN ISLAND,2
Food Establishment,Food Protection,Unspecified,2
Food Establishment,Food Spoiled,BRONX,3
Food Establishment,Food Spoiled,BROOKLYN,4
Food Establishment,Food Spoiled,QUEENS,3
Food Establishment,Food Temperature,BRONX,1
Food Establishment,Food Temperature,BROOKLYN,1
Food Establishment,Food Temperature,QUEENS,1
Food Establishment,Food Temperature,Unspecified,3
Food Establishment,Food Worker Activity,QUEENS,2
Food Establishment,Food Worker Hygiene,BRONX,1
Food Establishment,Food Worker Hygiene,BROOKLYN,4
Food Establishment,Food Worker Hygiene,MANHATTAN,4
Food Establishment,Food Worker Hygiene,QUEENS,3
Food Establishment,Food Worker Hygiene,STATEN ISLAND,1
Food Establishment,Handwashing,BROOKLYN,1
Food Establishment,Handwashing,QUEENS,1
Food Establishment,Kitchen/Food Prep Area,BRONX,1
Food Establishment,Kitchen/Food Prep Area,BROOKLYN,1
Food Establishment,Kitchen/Food Prep Area,QUEENS,2
Food Establishment,Letter Grading,BRONX,1
Food Establishment,Letter Grading,BROOKLYN,4
Food Establishment,Letter Grading,MANHATTAN,2
Food Establishment,Letter Grading,QUEENS,4
Food Establishment,Letter Grading,Unspecified,1
Food Establishment,No Permit or License,BROOKLYN,1
Food Establishment,No Permit or License,MANHATTAN,1
Food Establishment,No Permit or License,QUEENS,2
Food Establishment,Odor,BROOKLYN,5
Food Establishment,Odor,MANHATTAN,1
Food Establishment,Odor,QUEENS,1
Food Establishment,Odor,Unspecified,1
Food Establishment,Permit/License/Certificate,BROOKLYN,2
Food Establishment,Pet/Animal,BROOKLYN,1
Food Establishment,Pet/Animal,MANHATTAN,1
Food Establishment,Pet/Animal,Unspecified,1
Food Establishment,Plumbing,BROOKLYN,1
Food Establishment,Rodents/Insects/Garbage,BRONX,4
Food Establishment,Rodents/Insects/Garbage,BROOKLYN,11
Food Establishment,Rodents/Insects/Garbage,MANHATTAN,8
Food Establishment,Rodents/Insects/Garbage,QUEENS,5
Food Establishment,Rodents/Insects/Garbage,STATEN ISLAND,4
Food Establishment,Rodents/Insects/Garbage,Unspecified,5
Food Establishment,Toilet Facility,BRONX,1
Food Establishment,Toilet Facility,BROOKLYN,1
Food Establishment,Ventilation,MANHATTAN,1
Food Establishment,Ventilation,Unspecified,1
Food Poisoning,1 or 2,BRONX,7
Food Poisoning,1 or 2,BROOKLYN,6
Food Poisoning,1 or 2,MANHATTAN,12
Food Poisoning,1 or 2,QUEENS,13
Food Poisoning,1 or 2,STATEN ISLAND,1
Food Poisoning,1 or 2,Unspecified,1
Food Poisoning,3 or More,BRONX,1
Food Poisoning,3 or More,BROOKLYN,1
Food Poisoning,3 or More,MANHATTAN,1
For Hire Vehicle Complaint,Car Service Company Complaint,BRONX,1
For Hire Vehicle Complaint,Car Service Company Complaint,BROOKLYN,4
For Hire Vehicle Complaint,Car Service Company Complaint,MANHATTAN,3
For Hire Vehicle Complaint,Car Service Company Complaint,QUEENS,3
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,BRONX,5
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,BROOKLYN,46
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,MANHATTAN,54
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,QUEENS,12
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Unspecified,1
For Hire Vehicle Complaint,Driver Complaint - Passenger,BRONX,1
For Hire Vehicle Complaint,Driver Complaint - Passenger,BROOKLYN,4
For Hire Vehicle Complaint,Driver Complaint - Passenger,MANHATTAN,2
For Hire Vehicle Complaint,Driver Complaint - Passenger,QUEENS,2
For Hire Vehicle Complaint,Driver Complaint - Passenger,Unspecified,1
For Hire Vehicle Complaint,Driver Report - Non Passenger,MANHATTAN,1
For Hire Vehicle Complaint,Equipment Complaint,BROOKLYN,7
For Hire Vehicle Complaint,Equipment Complaint,MANHATTAN,2
For Hire Vehicle Complaint,Insurance Information Requested,BRONX,1
For Hire Vehicle Complaint,Insurance Information Requested,MANHATTAN,1
For Hire Vehicle Complaint,Insurance Information Requested,Unspecified,2
For Hire Vehicle Report,Car Service Company Report,BRONX,1
For Hire Vehicle Report,Car Service Company Report,MANHATTAN,1
For Hire Vehicle Report,Car Service Company Report,QUEENS,1
For Hire Vehicle Report,Car Service Company Report,STATEN ISLAND,1
For Hire Vehicle Report,Driver Report - Non Passenger,MANHATTAN,1
For Hire Vehicle Report,Driver Report - Passenger,BRONX,1
GENERAL,BELL/BUZZER/INTERCOM,BRONX,10
GENERAL,BELL/BUZZER/INTERCOM,BROOKLYN,10
GENERAL,BELL/BUZZER/INTERCOM,MANHATTAN,16
GENERAL,BELL/BUZZER/INTERCOM,QUEENS,4
GENERAL,CABINET,BRONX,7
GENERAL,CABINET,BROOKLYN,11
GENERAL,CABINET,MANHATTAN,5
GENERAL,CABINET,QUEENS,1
GENERAL,COOKING GAS,BRONX,19
GENERAL,COOKING GAS,BROOKLYN,14
GENERAL,COOKING GAS,MANHATTAN,12
GENERAL,COOKING GAS,QUEENS,4
GENERAL,JANITOR/SUPER,BRONX,4
GENERAL,JANITOR/SUPER,BROOKLYN,5
GENERAL,JANITOR/SUPER,MANHATTAN,3
GENERAL,JANITOR/SUPER,QUEENS,2
GENERAL,JANITOR/SUPER,STATEN ISLAND,1
GENERAL,MAILBOX,BRONX,3
GENERAL,MAILBOX,BROOKLYN,8
GENERAL,MAILBOX,MANHATTAN,5
GENERAL,MAILBOX,QUEENS,2
GENERAL,SIGNAGE MISSING,BROOKLYN,2
GENERAL,SIGNAGE MISSING,MANHATTAN,3
GENERAL,SIGNAGE MISSING,QUEENS,1
GENERAL,VENTILATION SYSTEM,BRONX,3
GENERAL,VENTILATION SYSTEM,BROOKLYN,1
GENERAL,VENTILATION SYSTEM,MANHATTAN,2
General Construction/Plumbing,Adjacent Buildings Not Protected,BRONX,1
General Construction/Plumbing,Adjacent Buildings Not Protected,BROOKLYN,8
General Construction/Plumbing,Adjacent Buildings Not Protected,MANHATTAN,3
General Construction/Plumbing,Adjacent Buildings Not Protected,QUEENS,1
General Construction/Plumbing,Building - Vacant, Open And Unguarded,BRONX,2
General Construction/Plumbing,Building - Vacant, Open And Unguarded,BROOKLYN,5
General Construction/Plumbing,Building - Vacant, Open And Unguarded,MANHATTAN,1
General Construction/Plumbing,Building - Vacant, Open And Unguarded,QUEENS,4
General Construction/Plumbing,Building - Vacant, Open And Unguarded,STATEN ISLAND,4
General Construction/Plumbing,Building Permit - None,BRONX,35
General Construction/Plumbing,Building Permit - None,BROOKLYN,80
General Construction/Plumbing,Building Permit - None,MANHATTAN,54
General Construction/Plumbing,Building Permit - None,QUEENS,73
General Construction/Plumbing,Building Permit - None,STATEN ISLAND,12
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,BRONX,5
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,BROOKLYN,18
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,MANHATTAN,10
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,QUEENS,8
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,STATEN ISLAND,1
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,BRONX,2
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,BROOKLYN,23
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,MANHATTAN,4
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,QUEENS,11
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,STATEN ISLAND,1
General Construction/Plumbing,Construction - Change Grade/Watercourse,QUEENS,2
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,BRONX,5
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,BROOKLYN,18
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,MANHATTAN,1
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,QUEENS,17
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,STATEN ISLAND,1
General Construction/Plumbing,Debris - Excessive,BRONX,2
General Construction/Plumbing,Debris - Excessive,BROOKLYN,12
General Construction/Plumbing,Debris - Excessive,MANHATTAN,1
General Construction/Plumbing,Debris - Excessive,QUEENS,3
General Construction/Plumbing,Debris - Excessive,STATEN ISLAND,3
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,BRONX,2
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,BROOKLYN,5
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,MANHATTAN,3
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,QUEENS,1
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,BRONX,5
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,BROOKLYN,5
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,MANHATTAN,10
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,QUEENS,6
General Construction/Plumbing,Excavation Undermining Adjacent Building,BROOKLYN,2
General Construction/Plumbing,Failure To Maintain,BRONX,2
General Construction/Plumbing,Failure To Maintain,BROOKLYN,4
General Construction/Plumbing,Failure To Maintain,MANHATTAN,2
General Construction/Plumbing,Failure To Maintain,QUEENS,5
General Construction/Plumbing,Failure To Maintain,STATEN ISLAND,1
General Construction/Plumbing,Failure to Comply with Vacate Order,BRONX,1
General Construction/Plumbing,Fence - None/Inadequate,BRONX,1
General Construction/Plumbing,Fence - None/Inadequate,BROOKLYN,4
General Construction/Plumbing,Fence - None/Inadequate,MANHATTAN,2
General Construction/Plumbing,Fence - None/Inadequate,QUEENS,20
General Construction/Plumbing,Fence - None/Inadequate,STATEN ISLAND,4
General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,BRONX,1
General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,BROOKLYN,1
General Construction/Plumbing,Inadequate Support Shoring,BROOKLYN,1
General Construction/Plumbing,Landmark Bldg - Illegal Work,MANHATTAN,2
General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,BRONX,1
General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,BROOKLYN,2
General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,MANHATTAN,1
General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),BRONX,1
General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),BROOKLYN,2
General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),MANHATTAN,1
General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),QUEENS,3
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,BRONX,4
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,BROOKLYN,6
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,MANHATTAN,21
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,QUEENS,4
General Construction/Plumbing,Site Conditions Endangering Workers,BRONX,3
General Construction/Plumbing,Site Conditions Endangering Workers,BROOKLYN,9
General Construction/Plumbing,Site Conditions Endangering Workers,MANHATTAN,12
General Construction/Plumbing,Site Conditions Endangering Workers,QUEENS,7
General Construction/Plumbing,Site Conditions Endangering Workers,STATEN ISLAND,3
General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,BROOKLYN,1
General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,MANHATTAN,1
General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,BROOKLYN,4
General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,MANHATTAN,5
General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,QUEENS,3
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,BRONX,1
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,BROOKLYN,3
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,MANHATTAN,1
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,QUEENS,2
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,STATEN ISLAND,1
General Construction/Plumbing,Working Contrary To Stop Work Order,BRONX,2
General Construction/Plumbing,Working Contrary To Stop Work Order,BROOKLYN,13
General Construction/Plumbing,Working Contrary To Stop Work Order,MANHATTAN,7
General Construction/Plumbing,Working Contrary To Stop Work Order,QUEENS,3
Graffiti,Graffiti,BROOKLYN,1
Graffiti,Police Report Not Requested,BRONX,6
Graffiti,Police Report Not Requested,BROOKLYN,17
Graffiti,Police Report Not Requested,MANHATTAN,9
Graffiti,Police Report Not Requested,QUEENS,8
Graffiti,Police Report Not Requested,STATEN ISLAND,18
Graffiti,Police Report Requested,BROOKLYN,1
Graffiti,Police Report Requested,MANHATTAN,6
Graffiti,Police Report Requested,QUEENS,6
Graffiti,Police Report Requested,STATEN ISLAND,2
Green Taxi Complaint,Driver Complaint - Non Passenger,QUEENS,1
Green Taxi Complaint,Driver Complaint - Passenger,MANHATTAN,1
Green Taxi Complaint,Driver Complaint - Passenger,QUEENS,2
Green Taxi Complaint,Vehicle Complaint,QUEENS,1
HEAT/HOT WATER,APARTMENT ONLY,BRONX,37
HEAT/HOT WATER,APARTMENT ONLY,BROOKLYN,30
HEAT/HOT WATER,APARTMENT ONLY,MANHATTAN,37
HEAT/HOT WATER,APARTMENT ONLY,QUEENS,21
HEAT/HOT WATER,APARTMENT ONLY,STATEN ISLAND,2
HEAT/HOT WATER,ENTIRE BUILDING,BRONX,66
HEAT/HOT WATER,ENTIRE BUILDING,BROOKLYN,54
HEAT/HOT WATER,ENTIRE BUILDING,MANHATTAN,105
HEAT/HOT WATER,ENTIRE BUILDING,QUEENS,28
HEAT/HOT WATER,ENTIRE BUILDING,STATEN ISLAND,1
Harboring Bees/Wasps,Beekeeping - Honeybees,BROOKLYN,1
Harboring Bees/Wasps,Beekeeping - Honeybees,QUEENS,1
Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,QUEENS,2
Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,STATEN ISLAND,2
Hazardous Materials,Chemical Odor (HD1),BROOKLYN,4
Hazardous Materials,Chemical Odor (HD1),MANHATTAN,7
Hazardous Materials,Chemical Odor (HD1),QUEENS,4
Hazardous Materials,Chemical Odor (HD1),STATEN ISLAND,6
Hazardous Materials,Chemical Spill/Release (HA1),BRONX,1
Hazardous Materials,Chemical Spill/Release (HA1),BROOKLYN,2
Hazardous Materials,Chemical Spill/Release (HA1),MANHATTAN,4
Hazardous Materials,Chemical Spill/Release (HA1),STATEN ISLAND,1
Hazardous Materials,Oil Spill On Street, Large (HQL),MANHATTAN,1
Hazardous Materials,Oil Spill On Street, Large (HQL),QUEENS,3
Hazardous Materials,Oil Spill On Street, Small (HQS),BROOKLYN,1
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),BROOKLYN,1
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),MANHATTAN,1
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),QUEENS,3
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),STATEN ISLAND,2
Hazardous Materials,Unsafe Chemical, Storage (HC1),BROOKLYN,1
Highway Condition,Cave-in,Unspecified,1
Highway Condition,Crash Cushion Defect,Unspecified,2
Highway Condition,Dead Animal,Unspecified,3
Highway Condition,Graffiti - Highway,Unspecified,6
Highway Condition,Guard Rail - Highway,Unspecified,1
Highway Condition,High Grass,Unspecified,1
Highway Condition,Highway Fence,Unspecified,3
Highway Condition,Litter,Unspecified,21
Highway Condition,Loose Plate,Unspecified,1
Highway Condition,Pothole - Highway,QUEENS,1
Highway Condition,Pothole - Highway,Unspecified,5
Highway Condition,Unsafe Worksite,Unspecified,1
Highway Sign - Damaged,Construction,BRONX,1
Highway Sign - Damaged,Other/Unknown,BRONX,1
Highway Sign - Damaged,Other/Unknown,Unspecified,4
Highway Sign - Missing,Other/Unknown,Unspecified,1
Highway Sign - Missing,Speed Limit,Unspecified,1
Illegal Animal Kept as Pet,Farm Animal,STATEN ISLAND,1
Illegal Animal Kept as Pet,Other,QUEENS,1
Illegal Animal Kept as Pet,Other,STATEN ISLAND,1
Illegal Animal Kept as Pet,Rooster,BRONX,2
Illegal Animal Kept as Pet,Rooster,BROOKLYN,1
Illegal Animal Kept as Pet,Rooster,QUEENS,1
Illegal Animal Kept as Pet,Rooster,STATEN ISLAND,1
Illegal Animal Kept as Pet,Snake,MANHATTAN,1
Illegal Animal Sold,Other,BRONX,1
Illegal Parking,Blocked Bike Lane,BRONX,6
Illegal Parking,Blocked Bike Lane,BROOKLYN,96
Illegal Parking,Blocked Bike Lane,MANHATTAN,66
Illegal Parking,Blocked Bike Lane,QUEENS,10
Illegal Parking,Blocked Hydrant,BRONX,244
Illegal Parking,Blocked Hydrant,BROOKLYN,543
Illegal Parking,Blocked Hydrant,MANHATTAN,105
Illegal Parking,Blocked Hydrant,QUEENS,487
Illegal Parking,Blocked Hydrant,STATEN ISLAND,34
Illegal Parking,Blocked Sidewalk,BRONX,111
Illegal Parking,Blocked Sidewalk,BROOKLYN,184
Illegal Parking,Blocked Sidewalk,MANHATTAN,65
Illegal Parking,Blocked Sidewalk,QUEENS,182
Illegal Parking,Blocked Sidewalk,STATEN ISLAND,23
Illegal Parking,Commercial Overnight Parking,BRONX,41
Illegal Parking,Commercial Overnight Parking,BROOKLYN,136
Illegal Parking,Commercial Overnight Parking,MANHATTAN,2
Illegal Parking,Commercial Overnight Parking,QUEENS,192
Illegal Parking,Commercial Overnight Parking,STATEN ISLAND,45
Illegal Parking,Detached Trailer,BRONX,3
Illegal Parking,Detached Trailer,BROOKLYN,4
Illegal Parking,Detached Trailer,MANHATTAN,1
Illegal Parking,Detached Trailer,QUEENS,6
Illegal Parking,Double Parked Blocking Traffic,BRONX,54
Illegal Parking,Double Parked Blocking Traffic,BROOKLYN,127
Illegal Parking,Double Parked Blocking Traffic,MANHATTAN,69
Illegal Parking,Double Parked Blocking Traffic,QUEENS,75
Illegal Parking,Double Parked Blocking Traffic,STATEN ISLAND,16
Illegal Parking,Double Parked Blocking Vehicle,BRONX,30
Illegal Parking,Double Parked Blocking Vehicle,BROOKLYN,63
Illegal Parking,Double Parked Blocking Vehicle,MANHATTAN,24
Illegal Parking,Double Parked Blocking Vehicle,QUEENS,31
Illegal Parking,Double Parked Blocking Vehicle,STATEN ISLAND,3
Illegal Parking,Overnight Commercial Storage,BRONX,3
Illegal Parking,Overnight Commercial Storage,BROOKLYN,9
Illegal Parking,Overnight Commercial Storage,MANHATTAN,1
Illegal Parking,Overnight Commercial Storage,QUEENS,9
Illegal Parking,Overnight Commercial Storage,STATEN ISLAND,4
Illegal Parking,Parking Permit Improper Use,BRONX,18
Illegal Parking,Parking Permit Improper Use,BROOKLYN,37
Illegal Parking,Parking Permit Improper Use,MANHATTAN,39
Illegal Parking,Parking Permit Improper Use,QUEENS,40
Illegal Parking,Parking Permit Improper Use,STATEN ISLAND,5
Illegal Parking,Posted Parking Sign Violation,BRONX,127
Illegal Parking,Posted Parking Sign Violation,BROOKLYN,369
Illegal Parking,Posted Parking Sign Violation,MANHATTAN,232
Illegal Parking,Posted Parking Sign Violation,QUEENS,315
Illegal Parking,Posted Parking Sign Violation,STATEN ISLAND,75
Illegal Parking,Unauthorized Bus Layover,BRONX,1
Illegal Parking,Unauthorized Bus Layover,BROOKLYN,11
Illegal Parking,Unauthorized Bus Layover,MANHATTAN,1
Illegal Parking,Unauthorized Bus Layover,QUEENS,30
Illegal Parking,Unauthorized Bus Layover,STATEN ISLAND,2
Illegal Tree Damage,Bicycle Chained to Tree,BRONX,2
Illegal Tree Damage,Bicycle Chained to Tree,BROOKLYN,2
Illegal Tree Damage,Bicycle Chained to Tree,MANHATTAN,1
Illegal Tree Damage,Branches Damaged,BRONX,3
Illegal Tree Damage,Branches Damaged,BROOKLYN,15
Illegal Tree Damage,Branches Damaged,MANHATTAN,3
Illegal Tree Damage,Branches Damaged,QUEENS,5
Illegal Tree Damage,Branches Damaged,STATEN ISLAND,3
Illegal Tree Damage,Branches Damaged,Unspecified,1
Illegal Tree Damage,Roots Damaged,BROOKLYN,3
Illegal Tree Damage,Roots Damaged,QUEENS,6
Illegal Tree Damage,Roots Damaged,STATEN ISLAND,1
Illegal Tree Damage,Trunk Damaged,BRONX,1
Illegal Tree Damage,Trunk Damaged,BROOKLYN,6
Illegal Tree Damage,Trunk Damaged,MANHATTAN,8
Illegal Tree Damage,Trunk Damaged,QUEENS,2
Illegal Tree Damage,Trunk Damaged,STATEN ISLAND,1
Illegal Tree Damage,Unauthorized Tree Pruning,BROOKLYN,1
Illegal Tree Damage,Unauthorized Tree Pruning,QUEENS,2
Illegal Tree Damage,Unauthorized Tree Pruning,STATEN ISLAND,1
Illegal Tree Damage,Unauthorized Tree Removal,BRONX,1
Illegal Tree Damage,Unauthorized Tree Removal,BROOKLYN,3
Illegal Tree Damage,Unauthorized Tree Removal,QUEENS,2
Indoor Air Quality,Chemical Vapors/Gases/Odors,BRONX,1
Indoor Air Quality,Chemical Vapors/Gases/Odors,BROOKLYN,12
Indoor Air Quality,Chemical Vapors/Gases/Odors,MANHATTAN,7
Indoor Air Quality,Chemical Vapors/Gases/Odors,QUEENS,6
Indoor Air Quality,Chemical Vapors/Gases/Odors,STATEN ISLAND,2
Indoor Air Quality,Dry Cleaning Vapors (PERC),MANHATTAN,1
Indoor Air Quality,Dry Cleaning Vapors (PERC),STATEN ISLAND,1
Indoor Air Quality,Dust from Construction,BROOKLYN,1
Indoor Air Quality,Dust from Construction,MANHATTAN,3
Indoor Air Quality,Dust from Construction,QUEENS,1
Indoor Air Quality,Other (Explain Below),BRONX,3
Indoor Air Quality,Other (Explain Below),BROOKLYN,8
Indoor Air Quality,Other (Explain Below),MANHATTAN,3
Indoor Air Quality,Other (Explain Below),QUEENS,2
Indoor Air Quality,Ventilation,BRONX,1
Indoor Air Quality,Ventilation,BROOKLYN,5
Indoor Air Quality,Ventilation,MANHATTAN,4
Indoor Air Quality,Ventilation,QUEENS,4
Indoor Air Quality,Ventilation,STATEN ISLAND,4
Indoor Sewage,Sewage Leak,BRONX,1
Indoor Sewage,Sewage Leak,BROOKLYN,8
Indoor Sewage,Sewage Leak,QUEENS,3
Indoor Sewage,Sewage Leak,STATEN ISLAND,1
Indoor Sewage,Sewage Odor,BRONX,6
Indoor Sewage,Sewage Odor,BROOKLYN,4
Indoor Sewage,Sewage Odor,MANHATTAN,1
Indoor Sewage,Sewage Odor,QUEENS,3
Indoor Sewage,Sewage Odor,STATEN ISLAND,2
Industrial Waste,Chemical Spill (IAC),BROOKLYN,1
Industrial Waste,Concrete In Catch Basin (IEA),BROOKLYN,4
Industrial Waste,Concrete In Catch Basin (IEA),QUEENS,1
Industrial Waste,Gasoline Spill (IAA),BRONX,1
Industrial Waste,Gasoline Spill (IAA),QUEENS,1
Industrial Waste,Grease In Sewer/Catch Basin (IDG),BROOKLYN,1
Industrial Waste,Grease In Sewer/Catch Basin (IDG),QUEENS,2
Industrial Waste,Oil Spill Into Basin/Sewer - Large (IABL),STATEN ISLAND,1
Industrial Waste,Wastewater Into Catch Basin (IEB),BRONX,1
Industrial Waste,Wastewater Into Catch Basin (IEB),BROOKLYN,2
Industrial Waste,Waterway-Sewage (IHA),BROOKLYN,1
Investigations and Discipline (IAD),Investigative Inspection,QUEENS,1
Investigations and Discipline (IAD),Plumbing Work - Unlicensed/Illegal/Improper Work In Progress,BROOKLYN,2
Investigations and Discipline (IAD),Plumbing Work - Unlicensed/Illegal/Improper Work In Progress,MANHATTAN,1
Lead,Lead Kit Request (Residential) (L10),BRONX,16
Lead,Lead Kit Request (Residential) (L10),BROOKLYN,61
Lead,Lead Kit Request (Residential) (L10),MANHATTAN,34
Lead,Lead Kit Request (Residential) (L10),QUEENS,33
LinkNYC,Damaged/Defective,BROOKLYN,1
LinkNYC,Damaged/Defective,MANHATTAN,1
LinkNYC,Damaged/Defective,Unspecified,1
LinkNYC,WiFi/Internet Not Working/Slow,BRONX,1
LinkNYC,WiFi/Internet Not Working/Slow,Unspecified,3
Litter Basket / Request,10 Litter Basket / Request,MANHATTAN,1
Lost Property,Bag/Wallet,MANHATTAN,12
Lost Property,Bag/Wallet,QUEENS,1
Lost Property,Clothing/Glasses,MANHATTAN,1
Lost Property,Clothing/Glasses,QUEENS,1
Lost Property,Electronics/Phones,MANHATTAN,6
Lost Property,Electronics/Phones,QUEENS,2
Lost Property,Other,MANHATTAN,6
Lost Property,Other,QUEENS,1
Maintenance or Facility,Broken Glass,BRONX,1
Maintenance or Facility,Broken Glass,BROOKLYN,2
Maintenance or Facility,Broken Glass,MANHATTAN,2
Maintenance or Facility,Garbage or Litter,BRONX,79
Maintenance or Facility,Garbage or Litter,BROOKLYN,71
Maintenance or Facility,Garbage or Litter,MANHATTAN,34
Maintenance or Facility,Garbage or Litter,QUEENS,29
Maintenance or Facility,Garbage or Litter,STATEN ISLAND,12
Maintenance or Facility,Garbage or Litter,Unspecified,2
Maintenance or Facility,Graffiti or Vandalism,BRONX,2
Maintenance or Facility,Graffiti or Vandalism,BROOKLYN,7
Maintenance or Facility,Graffiti or Vandalism,MANHATTAN,11
Maintenance or Facility,Graffiti or Vandalism,QUEENS,5
Maintenance or Facility,Graffiti or Vandalism,STATEN ISLAND,1
Maintenance or Facility,Grass/Weeds,BRONX,8
Maintenance or Facility,Grass/Weeds,BROOKLYN,26
Maintenance or Facility,Grass/Weeds,MANHATTAN,6
Maintenance or Facility,Grass/Weeds,QUEENS,12
Maintenance or Facility,Grass/Weeds,STATEN ISLAND,1
Maintenance or Facility,Hours of Operation,BRONX,3
Maintenance or Facility,Hours of Operation,BROOKLYN,5
Maintenance or Facility,Hours of Operation,MANHATTAN,7
Maintenance or Facility,Hours of Operation,QUEENS,5
Maintenance or Facility,Hours of Operation,STATEN ISLAND,1
Maintenance or Facility,Rodent Sighting,BRONX,5
Maintenance or Facility,Rodent Sighting,BROOKLYN,8
Maintenance or Facility,Rodent Sighting,MANHATTAN,13
Maintenance or Facility,Rodent Sighting,QUEENS,12
Maintenance or Facility,Rodent Sighting,STATEN ISLAND,1
Maintenance or Facility,Structure - Indoors,BRONX,1
Maintenance or Facility,Structure - Indoors,BROOKLYN,6
Maintenance or Facility,Structure - Indoors,MANHATTAN,2
Maintenance or Facility,Structure - Indoors,QUEENS,1
Maintenance or Facility,Structure - Outdoors,BRONX,26
Maintenance or Facility,Structure - Outdoors,BROOKLYN,54
