complaint_type,complaint_desc,borough,count
Food Establishment,No Permit or License,MANHATTAN,23
Food Establishment,No Permit or License,QUEENS,23
Food Establishment,No Permit or License,STATEN ISLAND,3
Food Establishment,No Permit or License,Unspecified,3
Food Establishment,Odor,BRONX,4
Food Establishment,Odor,BROOKLYN,9
Food Establishment,Odor,MANHATTAN,13
Food Establishment,Odor,QUEENS,7
Food Establishment,Odor,Unspecified,2
Food Establishment,Permit/License/Certificate,BRONX,2
Food Establishment,Permit/License/Certificate,BROOKLYN,13
Food Establishment,Permit/License/Certificate,MANHATTAN,5
Food Establishment,Permit/License/Certificate,QUEENS,3
Food Establishment,Permit/License/Certificate,STATEN ISLAND,2
Food Establishment,Permit/License/Certificate,Unspecified,1
Food Establishment,Pesticide,BROOKLYN,1
Food Establishment,Pesticide,MANHATTAN,1
Food Establishment,Pesticide,QUEENS,1
Food Establishment,Pesticide,Unspecified,1
Food Establishment,Pet/Animal,BRONX,3
Food Establishment,Pet/Animal,BROOKLYN,13
Food Establishment,Pet/Animal,MANHATTAN,35
Food Establishment,Pet/Animal,QUEENS,18
Food Establishment,Pet/Animal,STATEN ISLAND,1
Food Establishment,Pet/Animal,Unspecified,8
Food Establishment,Plumbing,BRONX,1
Food Establishment,Plumbing,BROOKLYN,1
Food Establishment,Plumbing,QUEENS,2
Food Establishment,Rodents/Insects/Garbage,BRONX,49
Food Establishment,Rodents/Insects/Garbage,BROOKLYN,135
Food Establishment,Rodents/Insects/Garbage,MANHATTAN,195
Food Establishment,Rodents/Insects/Garbage,QUEENS,117
Food Establishment,Rodents/Insects/Garbage,STATEN ISLAND,56
Food Establishment,Rodents/Insects/Garbage,Unspecified,62
Food Establishment,Sewage,BROOKLYN,1
Food Establishment,Sewage,MANHATTAN,5
Food Establishment,Sewage,QUEENS,1
Food Establishment,Sewage,Unspecified,2
Food Establishment,Sign,BROOKLYN,1
Food Establishment,Sodium Warning,BRONX,1
Food Establishment,Sodium Warning,BROOKLYN,1
Food Establishment,Toilet Facility,BRONX,4
Food Establishment,Toilet Facility,BROOKLYN,13
Food Establishment,Toilet Facility,MANHATTAN,11
Food Establishment,Toilet Facility,QUEENS,17
Food Establishment,Toilet Facility,STATEN ISLAND,4
Food Establishment,Toilet Facility,Unspecified,1
Food Establishment,Toxic Chemical/Material,BROOKLYN,2
Food Establishment,Toxic Chemical/Material,MANHATTAN,3
Food Establishment,Toxic Chemical/Material,Unspecified,1
Food Establishment,Ventilation,BROOKLYN,4
Food Establishment,Ventilation,MANHATTAN,2
Food Establishment,Ventilation,QUEENS,1
Food Establishment,Ventilation,Unspecified,3
Food Establishment,Water,BRONX,1
Food Establishment,Water,MANHATTAN,4
Food Establishment,Water,Unspecified,2
Food Poisoning,1 or 2,BRONX,56
Food Poisoning,1 or 2,BROOKLYN,124
Food Poisoning,1 or 2,MANHATTAN,264
Food Poisoning,1 or 2,QUEENS,132
Food Poisoning,1 or 2,STATEN ISLAND,15
Food Poisoning,3 or More,BRONX,12
Food Poisoning,3 or More,BROOKLYN,27
Food Poisoning,3 or More,MANHATTAN,34
Food Poisoning,3 or More,QUEENS,25
Food Poisoning,3 or More,STATEN ISLAND,6
For Hire Vehicle Complaint,Car Service Company Complaint,BRONX,34
For Hire Vehicle Complaint,Car Service Company Complaint,BROOKLYN,55
For Hire Vehicle Complaint,Car Service Company Complaint,MANHATTAN,52
For Hire Vehicle Complaint,Car Service Company Complaint,QUEENS,49
For Hire Vehicle Complaint,Car Service Company Complaint,STATEN ISLAND,7
For Hire Vehicle Complaint,Car Service Company Complaint,Unspecified,4
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,BRONX,53
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,BROOKLYN,762
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,MANHATTAN,1938
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,QUEENS,180
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,STATEN ISLAND,6
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Unspecified,18
For Hire Vehicle Complaint,Driver Complaint - Passenger,BRONX,81
For Hire Vehicle Complaint,Driver Complaint - Passenger,BROOKLYN,78
For Hire Vehicle Complaint,Driver Complaint - Passenger,MANHATTAN,111
For Hire Vehicle Complaint,Driver Complaint - Passenger,QUEENS,81
For Hire Vehicle Complaint,Driver Complaint - Passenger,STATEN ISLAND,9
For Hire Vehicle Complaint,Driver Complaint - Passenger,Unspecified,5
For Hire Vehicle Complaint,Driver Report - Non Passenger,BRONX,2
For Hire Vehicle Complaint,Driver Report - Non Passenger,BROOKLYN,1
For Hire Vehicle Complaint,Driver Report - Non Passenger,MANHATTAN,4
For Hire Vehicle Complaint,Driver Report - Non Passenger,QUEENS,2
For Hire Vehicle Complaint,Driver Report - Non Passenger,Unspecified,1
For Hire Vehicle Complaint,Equipment Complaint,BRONX,2
For Hire Vehicle Complaint,Equipment Complaint,MANHATTAN,9
For Hire Vehicle Complaint,Equipment Complaint,QUEENS,4
For Hire Vehicle Complaint,Equipment Complaint,Unspecified,1
For Hire Vehicle Complaint,Insurance Information Requested,BRONX,8
For Hire Vehicle Complaint,Insurance Information Requested,BROOKLYN,11
For Hire Vehicle Complaint,Insurance Information Requested,MANHATTAN,7
For Hire Vehicle Complaint,Insurance Information Requested,QUEENS,10
For Hire Vehicle Complaint,Insurance Information Requested,Unspecified,1
For Hire Vehicle Report,Car Service Company Report,BRONX,4
For Hire Vehicle Report,Car Service Company Report,BROOKLYN,10
For Hire Vehicle Report,Car Service Company Report,MANHATTAN,11
For Hire Vehicle Report,Car Service Company Report,QUEENS,9
For Hire Vehicle Report,Car Service Company Report,STATEN ISLAND,2
For Hire Vehicle Report,Car Service Company Report,Unspecified,1
For Hire Vehicle Report,Driver Report - Non Passenger,BRONX,3
For Hire Vehicle Report,Driver Report - Non Passenger,BROOKLYN,11
For Hire Vehicle Report,Driver Report - Non Passenger,MANHATTAN,6
For Hire Vehicle Report,Driver Report - Non Passenger,QUEENS,7
For Hire Vehicle Report,Driver Report - Non Passenger,STATEN ISLAND,1
For Hire Vehicle Report,Driver Report - Passenger,BRONX,7
For Hire Vehicle Report,Driver Report - Passenger,BROOKLYN,5
For Hire Vehicle Report,Driver Report - Passenger,MANHATTAN,6
For Hire Vehicle Report,Driver Report - Passenger,QUEENS,11
For Hire Vehicle Report,Driver Report - Passenger,STATEN ISLAND,1
For Hire Vehicle Report,Driver Report - Passenger,Unspecified,1
Found Property,Bag/Wallet,MANHATTAN,6
Found Property,Bag/Wallet,Unspecified,2
Found Property,Clothing/Glasses,MANHATTAN,1
Found Property,Electronics/Phones,BROOKLYN,1
Found Property,Electronics/Phones,MANHATTAN,8
Found Property,Electronics/Phones,QUEENS,1
Found Property,Jewelry,QUEENS,1
Found Property,Other,MANHATTAN,3
Found Property,Other,QUEENS,2
GENERAL,BELL/BUZZER/INTERCOM,BRONX,179
GENERAL,BELL/BUZZER/INTERCOM,BROOKLYN,230
GENERAL,BELL/BUZZER/INTERCOM,MANHATTAN,214
GENERAL,BELL/BUZZER/INTERCOM,QUEENS,62
GENERAL,BELL/BUZZER/INTERCOM,STATEN ISLAND,7
GENERAL,CABINET,BRONX,154
GENERAL,CABINET,BROOKLYN,108
GENERAL,CABINET,MANHATTAN,70
GENERAL,CABINET,QUEENS,46
GENERAL,CABINET,STATEN ISLAND,7
GENERAL,COOKING GAS,BRONX,219
GENERAL,COOKING GAS,BROOKLYN,248
GENERAL,COOKING GAS,MANHATTAN,400
GENERAL,COOKING GAS,QUEENS,58
GENERAL,JANITOR/SUPER,BRONX,82
GENERAL,JANITOR/SUPER,BROOKLYN,49
GENERAL,JANITOR/SUPER,MANHATTAN,74
GENERAL,JANITOR/SUPER,QUEENS,22
GENERAL,JANITOR/SUPER,STATEN ISLAND,2
GENERAL,MAILBOX,BRONX,87
GENERAL,MAILBOX,BROOKLYN,79
GENERAL,MAILBOX,MANHATTAN,27
GENERAL,MAILBOX,QUEENS,17
GENERAL,MAILBOX,STATEN ISLAND,2
GENERAL,SIGNAGE MISSING,BRONX,31
GENERAL,SIGNAGE MISSING,BROOKLYN,48
GENERAL,SIGNAGE MISSING,MANHATTAN,38
GENERAL,SIGNAGE MISSING,QUEENS,24
GENERAL,SIGNAGE MISSING,STATEN ISLAND,1
GENERAL,VENTILATION SYSTEM,BRONX,28
GENERAL,VENTILATION SYSTEM,BROOKLYN,38
GENERAL,VENTILATION SYSTEM,MANHATTAN,24
GENERAL,VENTILATION SYSTEM,QUEENS,20
GENERAL,VENTILATION SYSTEM,STATEN ISLAND,4
General Construction/Plumbing,Adjacent Buildings Not Protected,BRONX,28
General Construction/Plumbing,Adjacent Buildings Not Protected,BROOKLYN,176
General Construction/Plumbing,Adjacent Buildings Not Protected,MANHATTAN,33
General Construction/Plumbing,Adjacent Buildings Not Protected,QUEENS,63
General Construction/Plumbing,Adjacent Buildings Not Protected,STATEN ISLAND,12
General Construction/Plumbing,Building - Vacant, Open And Unguarded,BRONX,29
General Construction/Plumbing,Building - Vacant, Open And Unguarded,BROOKLYN,70
General Construction/Plumbing,Building - Vacant, Open And Unguarded,MANHATTAN,11
General Construction/Plumbing,Building - Vacant, Open And Unguarded,QUEENS,65
General Construction/Plumbing,Building - Vacant, Open And Unguarded,STATEN ISLAND,28
General Construction/Plumbing,Building Permit - None,BRONX,290
General Construction/Plumbing,Building Permit - None,BROOKLYN,1427
General Construction/Plumbing,Building Permit - None,MANHATTAN,640
General Construction/Plumbing,Building Permit - None,QUEENS,861
General Construction/Plumbing,Building Permit - None,STATEN ISLAND,187
General Construction/Plumbing,Building Permit - None,Unspecified,1
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,BRONX,73
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,BROOKLYN,216
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,MANHATTAN,155
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,QUEENS,102
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,STATEN ISLAND,12
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,Unspecified,1
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,BRONX,28
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,BROOKLYN,247
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,MANHATTAN,123
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,QUEENS,106
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,STATEN ISLAND,32
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,Unspecified,1
General Construction/Plumbing,Construction - Change Grade/Watercourse,BRONX,3
General Construction/Plumbing,Construction - Change Grade/Watercourse,BROOKLYN,11
General Construction/Plumbing,Construction - Change Grade/Watercourse,MANHATTAN,2
General Construction/Plumbing,Construction - Change Grade/Watercourse,QUEENS,8
General Construction/Plumbing,Construction - Change Grade/Watercourse,STATEN ISLAND,8
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,BRONX,50
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,BROOKLYN,223
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,MANHATTAN,3
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,QUEENS,164
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,STATEN ISLAND,27
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,Unspecified,1
General Construction/Plumbing,Debris - Excessive,BRONX,21
General Construction/Plumbing,Debris - Excessive,BROOKLYN,127
General Construction/Plumbing,Debris - Excessive,MANHATTAN,99
General Construction/Plumbing,Debris - Excessive,QUEENS,60
General Construction/Plumbing,Debris - Excessive,STATEN ISLAND,17
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,BRONX,17
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,BROOKLYN,77
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,MANHATTAN,72
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,QUEENS,22
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,STATEN ISLAND,6
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,BRONX,68
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,BROOKLYN,118
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,MANHATTAN,77
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,QUEENS,42
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,STATEN ISLAND,5
General Construction/Plumbing,Excavation Undermining Adjacent Building,BRONX,2
General Construction/Plumbing,Excavation Undermining Adjacent Building,BROOKLYN,19
General Construction/Plumbing,Excavation Undermining Adjacent Building,MANHATTAN,6
General Construction/Plumbing,Excavation Undermining Adjacent Building,QUEENS,14
General Construction/Plumbing,Excavation Undermining Adjacent Building,STATEN ISLAND,2
General Construction/Plumbing,Failure To Maintain,BRONX,16
General Construction/Plumbing,Failure To Maintain,BROOKLYN,45
General Construction/Plumbing,Failure To Maintain,MANHATTAN,43
General Construction/Plumbing,Failure To Maintain,QUEENS,28
General Construction/Plumbing,Failure To Maintain,STATEN ISLAND,3
General Construction/Plumbing,Failure To Maintain,Unspecified,1
General Construction/Plumbing,Failure to Comply with Vacate Order,BRONX,10
General Construction/Plumbing,Failure to Comply with Vacate Order,BROOKLYN,8
General Construction/Plumbing,Failure to Comply with Vacate Order,MANHATTAN,1
General Construction/Plumbing,Failure to Comply with Vacate Order,QUEENS,17
General Construction/Plumbing,Failure to Comply with Vacate Order,STATEN ISLAND,4
General Construction/Plumbing,Fence - None/Inadequate,BRONX,32
General Construction/Plumbing,Fence - None/Inadequate,BROOKLYN,89
General Construction/Plumbing,Fence - None/Inadequate,MANHATTAN,13
General Construction/Plumbing,Fence - None/Inadequate,QUEENS,87
General Construction/Plumbing,Fence - None/Inadequate,STATEN ISLAND,31
General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,BRONX,1
General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,BROOKLYN,7
General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,MANHATTAN,3
General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,QUEENS,13
General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,STATEN ISLAND,2
General Construction/Plumbing,Inadequate Support Shoring,BROOKLYN,1
General Construction/Plumbing,Inadequate Support Shoring,QUEENS,1
General Construction/Plumbing,Landmark Bldg - Illegal Work,BROOKLYN,10
General Construction/Plumbing,Landmark Bldg - Illegal Work,MANHATTAN,9
General Construction/Plumbing,Material Storage - Unsafe,BROOKLYN,6
General Construction/Plumbing,Material Storage - Unsafe,MANHATTAN,2
General Construction/Plumbing,Material Storage - Unsafe,QUEENS,2
General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,BRONX,3
General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,BROOKLYN,31
General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,MANHATTAN,7
General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,QUEENS,6
General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),BRONX,1
General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),BROOKLYN,40
General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),MANHATTAN,7
General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),QUEENS,17
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,BRONX,48
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,BROOKLYN,146
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,MANHATTAN,198
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,QUEENS,58
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,STATEN ISLAND,2
General Construction/Plumbing,Site Conditions Endangering Workers,BRONX,30
General Construction/Plumbing,Site Conditions Endangering Workers,BROOKLYN,180
General Construction/Plumbing,Site Conditions Endangering Workers,MANHATTAN,166
General Construction/Plumbing,Site Conditions Endangering Workers,QUEENS,101
General Construction/Plumbing,Site Conditions Endangering Workers,STATEN ISLAND,15
General Construction/Plumbing,Site Conditions Endangering Workers,Unspecified,2
General Construction/Plumbing,Smoking Ban - Smoking on Construction Site,BRONX,1
General Construction/Plumbing,Smoking Ban - Smoking on Construction Site,BROOKLYN,7
General Construction/Plumbing,Smoking Ban - Smoking on Construction Site,MANHATTAN,2
General Construction/Plumbing,Smoking Ban - Smoking on Construction Site,QUEENS,2
General Construction/Plumbing,Smoking Ban - Smoking on Construction Site,STATEN ISLAND,1
General Construction/Plumbing,Smoking Signs - "No Smoking" Signs Not Observed on Construction Site,BROOKLYN,3
General Construction/Plumbing,Smoking Signs - "No Smoking" Signs Not Observed on Construction Site,QUEENS,1
General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,BRONX,1
General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,BROOKLYN,10
General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,MANHATTAN,6
General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,QUEENS,4
General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,STATEN ISLAND,1
General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,BRONX,9
General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,BROOKLYN,48
General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,MANHATTAN,90
General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,QUEENS,18
General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,STATEN ISLAND,27
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,BRONX,18
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,BROOKLYN,13
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,MANHATTAN,16
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,QUEENS,16
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,STATEN ISLAND,8
General Construction/Plumbing,Working Contrary To Stop Work Order,BRONX,39
General Construction/Plumbing,Working Contrary To Stop Work Order,BROOKLYN,372
General Construction/Plumbing,Working Contrary To Stop Work Order,MANHATTAN,156
General Construction/Plumbing,Working Contrary To Stop Work Order,QUEENS,70
General Construction/Plumbing,Working Contrary To Stop Work Order,STATEN ISLAND,6
Graffiti,Graffiti,BRONX,290
Graffiti,Graffiti,BROOKLYN,1967
Graffiti,Graffiti,MANHATTAN,747
Graffiti,Graffiti,QUEENS,301
Graffiti,Graffiti,STATEN ISLAND,49
Graffiti,Graffiti,Unspecified,3
Graffiti,Police Report Not Requested,BRONX,10
Graffiti,Police Report Not Requested,BROOKLYN,38
Graffiti,Police Report Not Requested,MANHATTAN,32
Graffiti,Police Report Not Requested,QUEENS,27
Graffiti,Police Report Not Requested,STATEN ISLAND,23
Graffiti,Police Report Requested,BRONX,2
Graffiti,Police Report Requested,BROOKLYN,10
Graffiti,Police Report Requested,MANHATTAN,18
Graffiti,Police Report Requested,QUEENS,14
Graffiti,Police Report Requested,STATEN ISLAND,1
Green Taxi Complaint,Driver Complaint - Non Passenger,BROOKLYN,3
Green Taxi Complaint,Driver Complaint - Non Passenger,MANHATTAN,3
Green Taxi Complaint,Driver Complaint - Non Passenger,QUEENS,4
Green Taxi Complaint,Driver Complaint - Non Passenger,Unspecified,1
Green Taxi Complaint,Driver Complaint - Passenger,BRONX,1
Green Taxi Complaint,Driver Complaint - Passenger,BROOKLYN,11
Green Taxi Complaint,Driver Complaint - Passenger,MANHATTAN,7
Green Taxi Complaint,Driver Complaint - Passenger,QUEENS,7
Green Taxi Complaint,Driver Complaint - Passenger,Unspecified,1
Green Taxi Complaint,Vehicle Complaint,MANHATTAN,1
Green Taxi Report,Driver Report - Non Passenger,BROOKLYN,1
Green Taxi Report,Driver Report - Non Passenger,QUEENS,1
Green Taxi Report,Driver Report - Passenger,BRONX,1
Green Taxi Report,Driver Report - Passenger,MANHATTAN,1
Green Taxi Report,Driver Report - Passenger,QUEENS,1
Green Taxi Report,Driver Report - Passenger,Unspecified,1
HEAT/HOT WATER,APARTMENT ONLY,BRONX,7317
HEAT/HOT WATER,APARTMENT ONLY,BROOKLYN,6098
HEAT/HOT WATER,APARTMENT ONLY,MANHATTAN,3135
HEAT/HOT WATER,APARTMENT ONLY,QUEENS,3133
HEAT/HOT WATER,APARTMENT ONLY,STATEN ISLAND,285
HEAT/HOT WATER,ENTIRE BUILDING,BRONX,12593
HEAT/HOT WATER,ENTIRE BUILDING,BROOKLYN,8978
HEAT/HOT WATER,ENTIRE BUILDING,MANHATTAN,8312
HEAT/HOT WATER,ENTIRE BUILDING,QUEENS,3984
HEAT/HOT WATER,ENTIRE BUILDING,STATEN ISLAND,202
Hazardous Materials,Chemical Odor (HD1),BRONX,37
Hazardous Materials,Chemical Odor (HD1),BROOKLYN,88
Hazardous Materials,Chemical Odor (HD1),MANHATTAN,83
Hazardous Materials,Chemical Odor (HD1),QUEENS,80
Hazardous Materials,Chemical Odor (HD1),STATEN ISLAND,9
Hazardous Materials,Chemical Spill/Release (HA1),BRONX,5
Hazardous Materials,Chemical Spill/Release (HA1),BROOKLYN,15
Hazardous Materials,Chemical Spill/Release (HA1),MANHATTAN,11
Hazardous Materials,Chemical Spill/Release (HA1),QUEENS,8
Hazardous Materials,Chemical Spill/Release (HA1),STATEN ISLAND,7
Hazardous Materials,Oil Spill On Street, Large (HQL),BRONX,3
Hazardous Materials,Oil Spill On Street, Large (HQL),BROOKLYN,11
Hazardous Materials,Oil Spill On Street, Large (HQL),MANHATTAN,6
Hazardous Materials,Oil Spill On Street, Large (HQL),QUEENS,23
Hazardous Materials,Oil Spill On Street, Large (HQL),STATEN ISLAND,5
Hazardous Materials,Oil Spill On Street, Small (HQS),BRONX,3
Hazardous Materials,Oil Spill On Street, Small (HQS),BROOKLYN,2
Hazardous Materials,Oil Spill On Street, Small (HQS),MANHATTAN,5
Hazardous Materials,Oil Spill On Street, Small (HQS),QUEENS,9
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),BRONX,4
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),BROOKLYN,6
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),MANHATTAN,1
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),QUEENS,5
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),STATEN ISLAND,1
Hazardous Materials,Unsafe Chemical, Storage (HC1),BRONX,3
Hazardous Materials,Unsafe Chemical, Storage (HC1),BROOKLYN,6
Hazardous Materials,Unsafe Chemical, Storage (HC1),MANHATTAN,1
Hazardous Materials,Unsafe Chemical, Storage (HC1),QUEENS,3
Hazardous Materials,Unsafe Chemical, Storage (HC1),STATEN ISLAND,1
Highway Condition,Cave-in,BRONX,1
Highway Condition,Cave-in,MANHATTAN,3
Highway Condition,Cave-in,QUEENS,4
Highway Condition,Cave-in,Unspecified,33
Highway Condition,Concrete Barrier,MANHATTAN,1
Highway Condition,Concrete Barrier,Unspecified,1
Highway Condition,Crash Cushion Defect,BROOKLYN,1
Highway Condition,Crash Cushion Defect,MANHATTAN,1
Highway Condition,Crash Cushion Defect,Unspecified,9
Highway Condition,Dead Animal,QUEENS,1
Highway Condition,Dead Animal,STATEN ISLAND,1
Highway Condition,Dead Animal,Unspecified,46
Highway Condition,Graffiti - Highway,Unspecified,74
Highway Condition,Guard Rail - Highway,Unspecified,8
Highway Condition,High Grass,Unspecified,1
Highway Condition,Highway Fence,BROOKLYN,1
Highway Condition,Highway Fence,Unspecified,8
Highway Condition,Litter,QUEENS,2
Highway Condition,Litter,STATEN ISLAND,1
Highway Condition,Litter,Unspecified,161
Highway Condition,Loose Plate,MANHATTAN,1
Highway Condition,Loose Plate,Unspecified,18
Highway Condition,Painted Line/Marking,QUEENS,1
Highway Condition,Painted Line/Marking,Unspecified,42
Highway Condition,Pothole - Highway,BRONX,1
Highway Condition,Pothole - Highway,BROOKLYN,1
Highway Condition,Pothole - Highway,MANHATTAN,1
Highway Condition,Pothole - Highway,QUEENS,4
Highway Condition,Pothole - Highway,Unspecified,226
Highway Condition,Unsafe Worksite,Unspecified,8
Highway Sign - Damaged,Electronic Sign - Overhead,MANHATTAN,1
Highway Sign - Damaged,Electronic Sign - Overhead,Unspecified,12
Highway Sign - Damaged,Electronic Sign - Portable,Unspecified,1
Highway Sign - Damaged,Exit/Route,BRONX,1
Highway Sign - Damaged,Exit/Route,Unspecified,9
Highway Sign - Damaged,Other/Unknown,MANHATTAN,1
Highway Sign - Damaged,Other/Unknown,Unspecified,18
Highway Sign - Damaged,Speed Limit,Unspecified,2
Highway Sign - Dangling,Exit/Route,Unspecified,9
Highway Sign - Dangling,Other/Unknown,BROOKLYN,1
Highway Sign - Dangling,Other/Unknown,QUEENS,1
Highway Sign - Dangling,Other/Unknown,Unspecified,1
Highway Sign - Missing,Construction,Unspecified,1
Highway Sign - Missing,Exit/Route,Unspecified,6
Highway Sign - Missing,Other/Unknown,Unspecified,9
Illegal Animal Kept as Pet,Farm Animal,BROOKLYN,3
Illegal Animal Kept as Pet,Farm Animal,MANHATTAN,1
Illegal Animal Kept as Pet,Farm Animal,QUEENS,2
Illegal Animal Kept as Pet,Farm Animal,STATEN ISLAND,2
Illegal Animal Kept as Pet,Ferret,BROOKLYN,1
Illegal Animal Kept as Pet,Monkey,BRONX,2
Illegal Animal Kept as Pet,Other,BRONX,1
Illegal Animal Kept as Pet,Other,QUEENS,2
Illegal Animal Kept as Pet,Rooster,BROOKLYN,3
Illegal Animal Kept as Pet,Rooster,MANHATTAN,6
Illegal Animal Kept as Pet,Rooster,QUEENS,11
Illegal Animal Kept as Pet,Rooster,STATEN ISLAND,9
Illegal Animal Kept as Pet,Snake,BRONX,1
Illegal Animal Kept as Pet,Snake,MANHATTAN,1
Illegal Animal Sold,Other,BROOKLYN,1
Illegal Animal Sold,Other,QUEENS,2
Illegal Animal Sold,Other,STATEN ISLAND,1
Illegal Animal Sold,Snake,QUEENS,1
Illegal Animal Sold,Turtle Under 4 inches Long,BROOKLYN,1
Illegal Parking,Blocked Bike Lane,BRONX,65
Illegal Parking,Blocked Bike Lane,BROOKLYN,1084
Illegal Parking,Blocked Bike Lane,MANHATTAN,1697
Illegal Parking,Blocked Bike Lane,QUEENS,306
Illegal Parking,Blocked Bike Lane,STATEN ISLAND,6
Illegal Parking,Blocked Hydrant,BRONX,1199
Illegal Parking,Blocked Hydrant,BROOKLYN,4196
Illegal Parking,Blocked Hydrant,MANHATTAN,639
Illegal Parking,Blocked Hydrant,QUEENS,3917
Illegal Parking,Blocked Hydrant,STATEN ISLAND,415
Illegal Parking,Blocked Sidewalk,BRONX,706
Illegal Parking,Blocked Sidewalk,BROOKLYN,2105
Illegal Parking,Blocked Sidewalk,MANHATTAN,612
Illegal Parking,Blocked Sidewalk,QUEENS,2309
Illegal Parking,Blocked Sidewalk,STATEN ISLAND,380
Illegal Parking,Commercial Overnight Parking,BRONX,560
Illegal Parking,Commercial Overnight Parking,BROOKLYN,1831
Illegal Parking,Commercial Overnight Parking,MANHATTAN,92
Illegal Parking,Commercial Overnight Parking,QUEENS,2678
