complaint_type,complaint_desc,borough,count
Food Establishment,Food Worker Illness,QUEENS,14
Food Establishment,Food Worker Illness,STATEN ISLAND,2
Food Establishment,Food Worker Illness,Unspecified,6
Food Establishment,Handwashing,BRONX,6
Food Establishment,Handwashing,BROOKLYN,6
Food Establishment,Handwashing,MANHATTAN,11
Food Establishment,Handwashing,QUEENS,11
Food Establishment,Handwashing,STATEN ISLAND,4
Food Establishment,Handwashing,Unspecified,5
Food Establishment,Kitchen/Food Prep Area,BRONX,8
Food Establishment,Kitchen/Food Prep Area,BROOKLYN,31
Food Establishment,Kitchen/Food Prep Area,MANHATTAN,28
Food Establishment,Kitchen/Food Prep Area,QUEENS,27
Food Establishment,Kitchen/Food Prep Area,STATEN ISLAND,5
Food Establishment,Kitchen/Food Prep Area,Unspecified,6
Food Establishment,Letter Grading,BRONX,15
Food Establishment,Letter Grading,BROOKLYN,36
Food Establishment,Letter Grading,MANHATTAN,36
Food Establishment,Letter Grading,QUEENS,40
Food Establishment,Letter Grading,STATEN ISLAND,20
Food Establishment,Letter Grading,Unspecified,9
Food Establishment,Lighting,BRONX,1
Food Establishment,Milk Not Pasteurized,BRONX,1
Food Establishment,Milk Not Pasteurized,QUEENS,1
Food Establishment,No Permit or License,BRONX,21
Food Establishment,No Permit or License,BROOKLYN,91
Food Establishment,No Permit or License,MANHATTAN,98
Food Establishment,No Permit or License,QUEENS,78
Food Establishment,No Permit or License,STATEN ISLAND,6
Food Establishment,No Permit or License,Unspecified,2
Food Establishment,Odor,BRONX,12
Food Establishment,Odor,BROOKLYN,30
Food Establishment,Odor,MANHATTAN,39
Food Establishment,Odor,QUEENS,18
Food Establishment,Odor,STATEN ISLAND,4
Food Establishment,Odor,Unspecified,3
Food Establishment,Permit/License/Certificate,BRONX,3
Food Establishment,Permit/License/Certificate,BROOKLYN,11
Food Establishment,Permit/License/Certificate,MANHATTAN,12
Food Establishment,Permit/License/Certificate,QUEENS,7
Food Establishment,Permit/License/Certificate,STATEN ISLAND,1
Food Establishment,Permit/License/Certificate,Unspecified,3
Food Establishment,Pesticide,BRONX,2
Food Establishment,Pesticide,BROOKLYN,1
Food Establishment,Pesticide,MANHATTAN,1
Food Establishment,Pet/Animal,BRONX,5
Food Establishment,Pet/Animal,BROOKLYN,11
Food Establishment,Pet/Animal,MANHATTAN,19
Food Establishment,Pet/Animal,QUEENS,7
Food Establishment,Pet/Animal,STATEN ISLAND,1
Food Establishment,Pet/Animal,Unspecified,2
Food Establishment,Plumbing,BROOKLYN,2
Food Establishment,Plumbing,QUEENS,1
Food Establishment,Rodents/Insects/Garbage,BRONX,81
Food Establishment,Rodents/Insects/Garbage,BROOKLYN,298
Food Establishment,Rodents/Insects/Garbage,MANHATTAN,192
Food Establishment,Rodents/Insects/Garbage,QUEENS,225
Food Establishment,Rodents/Insects/Garbage,STATEN ISLAND,95
Food Establishment,Rodents/Insects/Garbage,Unspecified,119
Food Establishment,Sewage,BRONX,1
Food Establishment,Sewage,BROOKLYN,3
Food Establishment,Sewage,MANHATTAN,4
Food Establishment,Sewage,QUEENS,2
Food Establishment,Sewage,STATEN ISLAND,1
Food Establishment,Sewage,Unspecified,2
Food Establishment,Sign,BRONX,3
Food Establishment,Sign,MANHATTAN,1
Food Establishment,Sodium Warning,BRONX,1
Food Establishment,Toilet Facility,BRONX,8
Food Establishment,Toilet Facility,BROOKLYN,12
Food Establishment,Toilet Facility,MANHATTAN,13
Food Establishment,Toilet Facility,QUEENS,12
Food Establishment,Toilet Facility,STATEN ISLAND,3
Food Establishment,Toilet Facility,Unspecified,2
Food Establishment,Toxic Chemical/Material,BRONX,1
Food Establishment,Toxic Chemical/Material,BROOKLYN,3
Food Establishment,Toxic Chemical/Material,MANHATTAN,1
Food Establishment,Toxic Chemical/Material,QUEENS,2
Food Establishment,Toxic Chemical/Material,STATEN ISLAND,2
Food Establishment,Toxic Chemical/Material,Unspecified,2
Food Establishment,Ventilation,BRONX,1
Food Establishment,Ventilation,BROOKLYN,4
Food Establishment,Ventilation,MANHATTAN,3
Food Establishment,Ventilation,STATEN ISLAND,1
Food Establishment,Ventilation,Unspecified,4
Food Establishment,Water,BRONX,1
Food Establishment,Water,MANHATTAN,2
Food Establishment,Water,QUEENS,1
Food Establishment,Water,STATEN ISLAND,1
Food Poisoning,1 or 2,BRONX,98
Food Poisoning,1 or 2,BROOKLYN,156
Food Poisoning,1 or 2,MANHATTAN,145
Food Poisoning,1 or 2,QUEENS,170
Food Poisoning,1 or 2,STATEN ISLAND,14
Food Poisoning,3 or More,BRONX,19
Food Poisoning,3 or More,BROOKLYN,31
Food Poisoning,3 or More,MANHATTAN,31
Food Poisoning,3 or More,QUEENS,42
Food Poisoning,3 or More,STATEN ISLAND,4
For Hire Vehicle Complaint,Car Service Company Complaint,BRONX,50
For Hire Vehicle Complaint,Car Service Company Complaint,BROOKLYN,76
For Hire Vehicle Complaint,Car Service Company Complaint,MANHATTAN,50
For Hire Vehicle Complaint,Car Service Company Complaint,QUEENS,47
For Hire Vehicle Complaint,Car Service Company Complaint,STATEN ISLAND,4
For Hire Vehicle Complaint,Car Service Company Complaint,Unspecified,5
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,BRONX,70
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,BROOKLYN,349
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,MANHATTAN,400
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,QUEENS,188
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,STATEN ISLAND,6
For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Unspecified,36
For Hire Vehicle Complaint,Driver Complaint - Passenger,BRONX,80
For Hire Vehicle Complaint,Driver Complaint - Passenger,BROOKLYN,95
For Hire Vehicle Complaint,Driver Complaint - Passenger,MANHATTAN,101
For Hire Vehicle Complaint,Driver Complaint - Passenger,QUEENS,66
For Hire Vehicle Complaint,Driver Complaint - Passenger,STATEN ISLAND,10
For Hire Vehicle Complaint,Driver Complaint - Passenger,Unspecified,10
For Hire Vehicle Complaint,Driver Report - Non Passenger,BRONX,1
For Hire Vehicle Complaint,Driver Report - Non Passenger,BROOKLYN,4
For Hire Vehicle Complaint,Driver Report - Non Passenger,MANHATTAN,2
For Hire Vehicle Complaint,Driver Report - Non Passenger,QUEENS,4
For Hire Vehicle Complaint,Equipment Complaint,BROOKLYN,32
For Hire Vehicle Complaint,Equipment Complaint,MANHATTAN,47
For Hire Vehicle Complaint,Equipment Complaint,QUEENS,5
For Hire Vehicle Complaint,Insurance Information Requested,BRONX,10
For Hire Vehicle Complaint,Insurance Information Requested,BROOKLYN,30
For Hire Vehicle Complaint,Insurance Information Requested,MANHATTAN,23
For Hire Vehicle Complaint,Insurance Information Requested,QUEENS,14
For Hire Vehicle Complaint,Insurance Information Requested,Unspecified,6
For Hire Vehicle Report,Car Service Company Report,BRONX,7
For Hire Vehicle Report,Car Service Company Report,BROOKLYN,8
For Hire Vehicle Report,Car Service Company Report,MANHATTAN,6
For Hire Vehicle Report,Car Service Company Report,QUEENS,4
For Hire Vehicle Report,Car Service Company Report,STATEN ISLAND,1
For Hire Vehicle Report,Car Service Company Report,Unspecified,1
For Hire Vehicle Report,Driver Report - Non Passenger,BRONX,7
For Hire Vehicle Report,Driver Report - Non Passenger,BROOKLYN,9
For Hire Vehicle Report,Driver Report - Non Passenger,MANHATTAN,4
For Hire Vehicle Report,Driver Report - Non Passenger,QUEENS,6
For Hire Vehicle Report,Driver Report - Non Passenger,Unspecified,4
For Hire Vehicle Report,Driver Report - Passenger,BRONX,7
For Hire Vehicle Report,Driver Report - Passenger,BROOKLYN,6
For Hire Vehicle Report,Driver Report - Passenger,MANHATTAN,11
For Hire Vehicle Report,Driver Report - Passenger,QUEENS,10
For Hire Vehicle Report,Driver Report - Passenger,STATEN ISLAND,1
For Hire Vehicle Report,Driver Report - Passenger,Unspecified,2
Found Property,Bag/Wallet,MANHATTAN,4
Found Property,Electronics/Phones,MANHATTAN,3
Found Property,Other,MANHATTAN,1
GENERAL,BELL/BUZZER/INTERCOM,BRONX,600
GENERAL,BELL/BUZZER/INTERCOM,BROOKLYN,589
GENERAL,BELL/BUZZER/INTERCOM,MANHATTAN,584
GENERAL,BELL/BUZZER/INTERCOM,QUEENS,147
GENERAL,BELL/BUZZER/INTERCOM,STATEN ISLAND,17
GENERAL,CABINET,BRONX,593
GENERAL,CABINET,BROOKLYN,480
GENERAL,CABINET,MANHATTAN,240
GENERAL,CABINET,QUEENS,178
GENERAL,CABINET,STATEN ISLAND,32
GENERAL,COOKING GAS,BRONX,637
GENERAL,COOKING GAS,BROOKLYN,381
GENERAL,COOKING GAS,MANHATTAN,579
GENERAL,COOKING GAS,QUEENS,154
GENERAL,COOKING GAS,STATEN ISLAND,17
GENERAL,JANITOR/SUPER,BRONX,242
GENERAL,JANITOR/SUPER,BROOKLYN,177
GENERAL,JANITOR/SUPER,MANHATTAN,262
GENERAL,JANITOR/SUPER,QUEENS,79
GENERAL,JANITOR/SUPER,STATEN ISLAND,3
GENERAL,MAILBOX,BRONX,189
GENERAL,MAILBOX,BROOKLYN,147
GENERAL,MAILBOX,MANHATTAN,88
GENERAL,MAILBOX,QUEENS,34
GENERAL,MAILBOX,STATEN ISLAND,5
GENERAL,SIGNAGE MISSING,BRONX,102
GENERAL,SIGNAGE MISSING,BROOKLYN,140
GENERAL,SIGNAGE MISSING,MANHATTAN,77
GENERAL,SIGNAGE MISSING,QUEENS,70
GENERAL,SIGNAGE MISSING,STATEN ISLAND,6
GENERAL,VENTILATION SYSTEM,BRONX,113
GENERAL,VENTILATION SYSTEM,BROOKLYN,150
GENERAL,VENTILATION SYSTEM,MANHATTAN,136
GENERAL,VENTILATION SYSTEM,QUEENS,63
GENERAL,VENTILATION SYSTEM,STATEN ISLAND,25
General Construction/Plumbing,Adjacent Buildings Not Protected,BRONX,45
General Construction/Plumbing,Adjacent Buildings Not Protected,BROOKLYN,241
General Construction/Plumbing,Adjacent Buildings Not Protected,MANHATTAN,66
General Construction/Plumbing,Adjacent Buildings Not Protected,QUEENS,114
General Construction/Plumbing,Adjacent Buildings Not Protected,STATEN ISLAND,20
General Construction/Plumbing,Building - Vacant, Open And Unguarded,BRONX,76
General Construction/Plumbing,Building - Vacant, Open And Unguarded,BROOKLYN,226
General Construction/Plumbing,Building - Vacant, Open And Unguarded,MANHATTAN,41
General Construction/Plumbing,Building - Vacant, Open And Unguarded,QUEENS,214
General Construction/Plumbing,Building - Vacant, Open And Unguarded,STATEN ISLAND,72
General Construction/Plumbing,Building - Vacant, Open And Unguarded,Unspecified,1
General Construction/Plumbing,Building Permit - None,BRONX,632
General Construction/Plumbing,Building Permit - None,BROOKLYN,2690
General Construction/Plumbing,Building Permit - None,MANHATTAN,1000
General Construction/Plumbing,Building Permit - None,QUEENS,1996
General Construction/Plumbing,Building Permit - None,STATEN ISLAND,400
General Construction/Plumbing,Building Permit - None,Unspecified,5
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,BRONX,107
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,BROOKLYN,458
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,MANHATTAN,238
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,QUEENS,212
General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,STATEN ISLAND,23
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,BRONX,71
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,BROOKLYN,462
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,MANHATTAN,212
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,QUEENS,259
General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,STATEN ISLAND,61
General Construction/Plumbing,Construction - Change Grade/Watercourse,BRONX,8
General Construction/Plumbing,Construction - Change Grade/Watercourse,BROOKLYN,25
General Construction/Plumbing,Construction - Change Grade/Watercourse,MANHATTAN,6
General Construction/Plumbing,Construction - Change Grade/Watercourse,QUEENS,31
General Construction/Plumbing,Construction - Change Grade/Watercourse,STATEN ISLAND,19
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,BRONX,88
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,BROOKLYN,325
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,MANHATTAN,9
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,QUEENS,352
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,STATEN ISLAND,35
General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,Unspecified,1
General Construction/Plumbing,Debris - Excessive,BRONX,65
General Construction/Plumbing,Debris - Excessive,BROOKLYN,262
General Construction/Plumbing,Debris - Excessive,MANHATTAN,131
General Construction/Plumbing,Debris - Excessive,QUEENS,128
General Construction/Plumbing,Debris - Excessive,STATEN ISLAND,21
General Construction/Plumbing,Debris - Excessive,Unspecified,1
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,BRONX,47
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,BROOKLYN,145
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,MANHATTAN,115
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,QUEENS,65
General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,STATEN ISLAND,6
General Construction/Plumbing,Deck Inspection,BRONX,2
General Construction/Plumbing,Deck Inspection,BROOKLYN,2
General Construction/Plumbing,Deck Inspection,STATEN ISLAND,4
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,BRONX,129
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,BROOKLYN,242
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,MANHATTAN,176
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,QUEENS,117
General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,STATEN ISLAND,12
General Construction/Plumbing,Excavation Undermining Adjacent Building,BRONX,3
General Construction/Plumbing,Excavation Undermining Adjacent Building,BROOKLYN,24
General Construction/Plumbing,Excavation Undermining Adjacent Building,MANHATTAN,8
General Construction/Plumbing,Excavation Undermining Adjacent Building,QUEENS,13
General Construction/Plumbing,Excavation Undermining Adjacent Building,STATEN ISLAND,4
General Construction/Plumbing,Failure To Maintain,BRONX,45
General Construction/Plumbing,Failure To Maintain,BROOKLYN,94
General Construction/Plumbing,Failure To Maintain,MANHATTAN,59
General Construction/Plumbing,Failure To Maintain,QUEENS,67
General Construction/Plumbing,Failure To Maintain,STATEN ISLAND,28
General Construction/Plumbing,Failure to Comply with Vacate Order,BRONX,10
General Construction/Plumbing,Failure to Comply with Vacate Order,BROOKLYN,20
General Construction/Plumbing,Failure to Comply with Vacate Order,MANHATTAN,2
General Construction/Plumbing,Failure to Comply with Vacate Order,QUEENS,14
General Construction/Plumbing,Fence - None/Inadequate,BRONX,95
General Construction/Plumbing,Fence - None/Inadequate,BROOKLYN,246
General Construction/Plumbing,Fence - None/Inadequate,MANHATTAN,28
General Construction/Plumbing,Fence - None/Inadequate,QUEENS,258
General Construction/Plumbing,Fence - None/Inadequate,STATEN ISLAND,78
General Construction/Plumbing,Fence - None/Inadequate,Unspecified,1
General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,BRONX,4
General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,BROOKLYN,20
General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,MANHATTAN,7
General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,QUEENS,26
General Construction/Plumbing,Illegal Conversion Of Commercial Bldg/Space To Other Uses,STATEN ISLAND,3
General Construction/Plumbing,Inadequate Support Shoring,BRONX,1
General Construction/Plumbing,Inadequate Support Shoring,BROOKLYN,1
General Construction/Plumbing,Landmark Bldg - Illegal Work,BRONX,1
General Construction/Plumbing,Landmark Bldg - Illegal Work,BROOKLYN,7
General Construction/Plumbing,Landmark Bldg - Illegal Work,MANHATTAN,7
General Construction/Plumbing,Landmark Bldg - Illegal Work,QUEENS,5
General Construction/Plumbing,Material Storage - Unsafe,BRONX,2
General Construction/Plumbing,Material Storage - Unsafe,BROOKLYN,8
General Construction/Plumbing,Material Storage - Unsafe,MANHATTAN,1
General Construction/Plumbing,Material Storage - Unsafe,QUEENS,2
General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,BRONX,10
General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,BROOKLYN,85
General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,MANHATTAN,21
General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,QUEENS,27
General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,STATEN ISLAND,3
General Construction/Plumbing,Safety Inspection-Retaining Walls (May 2005),BRONX,3
General Construction/Plumbing,Safety Inspection-Retaining Walls (May 2005),BROOKLYN,1
General Construction/Plumbing,Safety Inspection-Retaining Walls (May 2005),QUEENS,1
General Construction/Plumbing,Safety Inspection-Retaining Walls (May 2005),STATEN ISLAND,1
General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),BRONX,8
General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),BROOKLYN,40
General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),MANHATTAN,15
General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),QUEENS,14
General Construction/Plumbing,Safety Netting/Guard Rails - Damaged/Inadequate/None (6 Stories/75 Feet Or Less),STATEN ISLAND,1
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,BRONX,103
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,BROOKLYN,236
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,MANHATTAN,335
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,QUEENS,53
General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,STATEN ISLAND,8
General Construction/Plumbing,Site Conditions Endangering Workers,BRONX,54
General Construction/Plumbing,Site Conditions Endangering Workers,BROOKLYN,309
General Construction/Plumbing,Site Conditions Endangering Workers,MANHATTAN,201
General Construction/Plumbing,Site Conditions Endangering Workers,QUEENS,180
General Construction/Plumbing,Site Conditions Endangering Workers,STATEN ISLAND,27
General Construction/Plumbing,Site Conditions Endangering Workers,Unspecified,1
General Construction/Plumbing,Smoking Ban - Smoking on Construction Site,BROOKLYN,6
General Construction/Plumbing,Smoking Ban - Smoking on Construction Site,MANHATTAN,4
General Construction/Plumbing,Smoking Ban - Smoking on Construction Site,QUEENS,1
General Construction/Plumbing,Smoking Signs - "No Smoking" Signs Not Observed on Construction Site,BROOKLYN,3
General Construction/Plumbing,Smoking Signs - "No Smoking" Signs Not Observed on Construction Site,MANHATTAN,1
General Construction/Plumbing,Smoking Signs - "No Smoking" Signs Not Observed on Construction Site,QUEENS,2
General Construction/Plumbing,Smoking Signs - "No Smoking" Signs Not Observed on Construction Site,STATEN ISLAND,1
General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,BRONX,2
General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,BROOKLYN,13
General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,MANHATTAN,5
General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,QUEENS,13
General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,STATEN ISLAND,2
General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,BRONX,27
General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,BROOKLYN,111
General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,MANHATTAN,262
General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,QUEENS,61
General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,STATEN ISLAND,14
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,BRONX,32
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,BROOKLYN,53
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,MANHATTAN,23
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,QUEENS,36
General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,STATEN ISLAND,20
General Construction/Plumbing,Working Contrary To Stop Work Order,BRONX,54
General Construction/Plumbing,Working Contrary To Stop Work Order,BROOKLYN,529
General Construction/Plumbing,Working Contrary To Stop Work Order,MANHATTAN,152
General Construction/Plumbing,Working Contrary To Stop Work Order,QUEENS,148
General Construction/Plumbing,Working Contrary To Stop Work Order,STATEN ISLAND,33
Graffiti,Graffiti,BRONX,121
Graffiti,Graffiti,BROOKLYN,680
Graffiti,Graffiti,MANHATTAN,317
Graffiti,Graffiti,QUEENS,144
Graffiti,Graffiti,STATEN ISLAND,18
Graffiti,Graffiti,Unspecified,1
Graffiti,Police Report Not Requested,BRONX,113
Graffiti,Police Report Not Requested,BROOKLYN,310
Graffiti,Police Report Not Requested,MANHATTAN,238
Graffiti,Police Report Not Requested,QUEENS,184
Graffiti,Police Report Not Requested,STATEN ISLAND,271
Graffiti,Police Report Requested,BRONX,32
Graffiti,Police Report Requested,BROOKLYN,98
Graffiti,Police Report Requested,MANHATTAN,85
Graffiti,Police Report Requested,QUEENS,90
Graffiti,Police Report Requested,STATEN ISLAND,16
Green Taxi Complaint,Driver Complaint - Non Passenger,BRONX,1
Green Taxi Complaint,Driver Complaint - Non Passenger,BROOKLYN,5
Green Taxi Complaint,Driver Complaint - Non Passenger,MANHATTAN,6
Green Taxi Complaint,Driver Complaint - Non Passenger,QUEENS,2
Green Taxi Complaint,Driver Complaint - Passenger,BRONX,2
Green Taxi Complaint,Driver Complaint - Passenger,BROOKLYN,9
Green Taxi Complaint,Driver Complaint - Passenger,MANHATTAN,6
Green Taxi Complaint,Driver Complaint - Passenger,QUEENS,16
Green Taxi Complaint,Insurance Information Requested,MANHATTAN,1
Green Taxi Complaint,Vehicle Complaint,BROOKLYN,1
Green Taxi Complaint,Vehicle Complaint,MANHATTAN,2
Green Taxi Report,Driver Report - Non Passenger,BROOKLYN,1
Green Taxi Report,Driver Report - Non Passenger,MANHATTAN,2
Green Taxi Report,Driver Report - Passenger,BROOKLYN,1
Green Taxi Report,Driver Report - Passenger,QUEENS,1
Green Taxi Report,Vehicle Report,QUEENS,2
HEAT/HOT WATER,APARTMENT ONLY,BRONX,3980
HEAT/HOT WATER,APARTMENT ONLY,BROOKLYN,2947
HEAT/HOT WATER,APARTMENT ONLY,MANHATTAN,1798
HEAT/HOT WATER,APARTMENT ONLY,QUEENS,1641
HEAT/HOT WATER,APARTMENT ONLY,STATEN ISLAND,159
HEAT/HOT WATER,ENTIRE BUILDING,BRONX,7968
HEAT/HOT WATER,ENTIRE BUILDING,BROOKLYN,5759
HEAT/HOT WATER,ENTIRE BUILDING,MANHATTAN,5766
HEAT/HOT WATER,ENTIRE BUILDING,QUEENS,2290
HEAT/HOT WATER,ENTIRE BUILDING,STATEN ISLAND,113
Harboring Bees/Wasps,Beekeeping - Honeybees,BRONX,8
Harboring Bees/Wasps,Beekeeping - Honeybees,BROOKLYN,10
Harboring Bees/Wasps,Beekeeping - Honeybees,MANHATTAN,3
Harboring Bees/Wasps,Beekeeping - Honeybees,QUEENS,19
Harboring Bees/Wasps,Beekeeping - Honeybees,STATEN ISLAND,2
Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,BRONX,34
Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,BROOKLYN,57
Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,MANHATTAN,12
Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,QUEENS,57
Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,STATEN ISLAND,30
Hazardous Materials,Chemical Odor (HD1),BRONX,73
Hazardous Materials,Chemical Odor (HD1),BROOKLYN,216
Hazardous Materials,Chemical Odor (HD1),MANHATTAN,139
Hazardous Materials,Chemical Odor (HD1),QUEENS,173
Hazardous Materials,Chemical Odor (HD1),STATEN ISLAND,32
Hazardous Materials,Chemical Spill/Release (HA1),BRONX,20
Hazardous Materials,Chemical Spill/Release (HA1),BROOKLYN,46
Hazardous Materials,Chemical Spill/Release (HA1),MANHATTAN,17
Hazardous Materials,Chemical Spill/Release (HA1),QUEENS,30
Hazardous Materials,Chemical Spill/Release (HA1),STATEN ISLAND,17
Hazardous Materials,Natural Gas Leak *For Dep Internal Use Only* (HF1),BROOKLYN,1
Hazardous Materials,Oil Spill On Street, Large (HQL),BRONX,12
Hazardous Materials,Oil Spill On Street, Large (HQL),BROOKLYN,41
Hazardous Materials,Oil Spill On Street, Large (HQL),MANHATTAN,25
Hazardous Materials,Oil Spill On Street, Large (HQL),QUEENS,31
Hazardous Materials,Oil Spill On Street, Large (HQL),STATEN ISLAND,7
Hazardous Materials,Oil Spill On Street, Small (HQS),BRONX,12
Hazardous Materials,Oil Spill On Street, Small (HQS),BROOKLYN,16
Hazardous Materials,Oil Spill On Street, Small (HQS),MANHATTAN,5
Hazardous Materials,Oil Spill On Street, Small (HQS),QUEENS,17
Hazardous Materials,Oil Spill On Street, Small (HQS),STATEN ISLAND,3
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),BRONX,9
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),BROOKLYN,19
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),MANHATTAN,3
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),QUEENS,14
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),STATEN ISLAND,2
Hazardous Materials,Unsafe Chemical, Abandoned (HC2),Unspecified,1
Hazardous Materials,Unsafe Chemical, Storage (HC1),BRONX,1
Hazardous Materials,Unsafe Chemical, Storage (HC1),BROOKLYN,10
Hazardous Materials,Unsafe Chemical, Storage (HC1),MANHATTAN,11
Hazardous Materials,Unsafe Chemical, Storage (HC1),QUEENS,12
Hazardous Materials,Unsafe Chemical, Storage (HC1),STATEN ISLAND,1
Hazardous Materials,Unsafe Chemical, Storage (HC1),Unspecified,1
Highway Condition,Cave-in,Unspecified,45
Highway Condition,Concrete Barrier,Unspecified,5
Highway Condition,Crash Cushion Defect,Unspecified,31
Highway Condition,Dead Animal,Unspecified,61
Highway Condition,Graffiti - Highway,QUEENS,1
Highway Condition,Graffiti - Highway,Unspecified,255
Highway Condition,Guard Rail - Highway,STATEN ISLAND,1
Highway Condition,Guard Rail - Highway,Unspecified,10
Highway Condition,High Grass,QUEENS,1
Highway Condition,High Grass,Unspecified,96
Highway Condition,Highway Fence,Unspecified,46
Highway Condition,Litter,Unspecified,307
Highway Condition,Loose Plate,Unspecified,17
Highway Condition,Painted Line/Marking,Unspecified,52
Highway Condition,Pothole - Highway,Unspecified,228
Highway Condition,Sign Blocked by Tree,MANHATTAN,1
Highway Condition,Sign Blocked by Tree,Unspecified,6
Highway Condition,Unsafe Worksite,QUEENS,1
Highway Condition,Unsafe Worksite,Unspecified,36
Highway Sign - Damaged,Electronic Sign - Overhead,Unspecified,12
Highway Sign - Damaged,Exit/Route,MANHATTAN,1
Highway Sign - Damaged,Exit/Route,Unspecified,18
Highway Sign - Damaged,Other/Unknown,Unspecified,33
Highway Sign - Damaged,Speed Limit,Unspecified,1
Highway Sign - Dangling,Exit/Route,Unspecified,10
Highway Sign - Dangling,Other/Unknown,Unspecified,9
